entity_id,name,area,device,platform,domain,disabled,hidden
sensor.iphone_tomasz_floors_ascended,iPhone (Tomasz) Floors Ascended,Zoe's Room,iPhone (Tomasz),mobile_app,sensor,False,False
sensor.iphone_tomasz_floors_descended,iPhone (Tomasz) Floors Descended,Zoe's Room,iPhone (Tomasz),mobile_app,sensor,False,False
sensor.iphone_tomasz_last_update_trigger,iPhone (Tomasz) Last Update Trigger,Zoe's Room,iPhone (Tomasz),mobile_app,sensor,False,False
sensor.iphone_tomasz_sim_1,iPhone (Tomasz) SIM 1,Zoe's Room,iPhone (Tomasz),mobile_app,sensor,False,False
sensor.iphone_tomasz_sim_2,iPhone (Tomasz) SIM 2,Zoe's Room,iPhone (Tomasz),mobile_app,sensor,False,False
sensor.iphone_tomasz_ssid,iPhone (Tomasz) SSID,Zoe's Room,iPhone (Tomasz),mobile_app,sensor,False,False
sensor.iphone_tomasz_steps,iPhone (Tomasz) Steps,Zoe's Room,iPhone (Tomasz),mobile_app,sensor,False,False
sensor.iphone_tomasz_storage,iPhone (Tomasz) Storage,Zoe's Room,iPhone (Tomasz),mobile_app,sensor,False,False
sensor.kids_bathroom_led_controller_lqi_9,LQI,Kid's bathroom,Kids bathroom Led controller,zha,sensor,True,False
sensor.kids_bathroom_led_controller_rssi_9,RSSI,Kid's bathroom,Kids bathroom Led controller,zha,sensor,True,False
sensor.knob_battery,Knob Battery,Bedroom,Knob,zha,sensor,False,False
sensor.layzspa_blad,Błąd,,layzspa,mqtt,sensor,False,False
sensor.layzspa_czas_babelkow,Czas bąbelków,,layzspa,mqtt,sensor,False,False
sensor.layzspa_czas_grzania,Czas grzania,,layzspa,mqtt,sensor,False,False
sensor.layzspa_czas_pompy,Czas pompy,,layzspa,mqtt,sensor,False,False
sensor.layzspa_czas_pracy,Czas pracy,,layzspa,mqtt,sensor,False,False
sensor.layzspa_czas_restartu,Czas restartu,,layzspa,mqtt,sensor,False,False
sensor.layzspa_czyszczenie_filtra,Czyszczenie filtra,,layzspa,mqtt,sensor,False,False
sensor.layzspa_dzis,Dziś,,layzspa,mqtt,sensor,False,False
sensor.layzspa_energia,Energia,,layzspa,mqtt,sensor,False,False
sensor.layzspa_ip,IP,,layzspa,mqtt,sensor,False,False
sensor.layzspa_koszt_energii,Koszt energii,,layzspa,mqtt,sensor,False,False
sensor.layzspa_licznik_polaczen,Licznik połączeń,,layzspa,mqtt,sensor,False,False
sensor.layzspa_moc,Moc,,layzspa,mqtt,sensor,False,False
sensor.layzspa_nacisniety_przycisk,Naciśnięty przycisk,,layzspa,mqtt,sensor,False,False
sensor.layzspa_plukanie_filtra,Płukanie filtra,,layzspa,mqtt,sensor,False,False
sensor.layzspa_powod_restartu,Powód restartu,,layzspa,mqtt,sensor,False,False
sensor.layzspa_rssi,RSSI,,layzspa,mqtt,sensor,False,False
sensor.layzspa_ssid,SSID,,layzspa,mqtt,sensor,False,False
sensor.layzspa_stan_gotowosci,Czas do gotowości,,layzspa,mqtt,sensor,False,False
sensor.layzspa_temp_c,Temp. (C),,layzspa,mqtt,sensor,False,False
sensor.layzspa_temp_docelowa_c,Temp. docelowa (C),,layzspa,mqtt,sensor,False,False
sensor.layzspa_temp_docelowa_f,Temp. docelowa (F),,layzspa,mqtt,sensor,False,False
sensor.layzspa_temp_f,Temp. (F),,layzspa,mqtt,sensor,False,False
sensor.layzspa_temp_wirtualna_c,Temp. wirtualna (C),,layzspa,mqtt,sensor,False,False
sensor.layzspa_temp_wirtualna_f,Temp. wirtualna (F),,layzspa,mqtt,sensor,False,False
sensor.layzspa_wiek_chloru,Wiek chloru,,layzspa,mqtt,sensor,False,False
sensor.layzspa_wiek_filtra,Wiek filtra,,layzspa,mqtt,sensor,False,False
sensor.ledvance_plug_compact_eu_em_t_ac_frequency,AC frequency,Atrium,Plug jacuzzi,zha,sensor,False,False
sensor.ledvance_plug_compact_eu_em_t_apparent_power,Apparent power,Atrium,Plug jacuzzi,zha,sensor,False,False
sensor.ledvance_plug_compact_eu_em_t_current,Current,Atrium,Plug jacuzzi,zha,sensor,False,False
sensor.ledvance_plug_compact_eu_em_t_instantaneous_demand,Instantaneous demand,Atrium,Plug jacuzzi,zha,sensor,False,False
sensor.ledvance_plug_compact_eu_em_t_lqi,LQI,Atrium,Plug jacuzzi,zha,sensor,True,False
sensor.ledvance_plug_compact_eu_em_t_lqi_2,LQI,Garden back,Pool filter,zha,sensor,False,False
sensor.ledvance_plug_compact_eu_em_t_power,Power,Atrium,Plug jacuzzi,zha,sensor,False,False
sensor.ledvance_plug_compact_eu_em_t_power_factor,Power factor,Atrium,Plug jacuzzi,zha,sensor,False,False
sensor.ledvance_plug_compact_eu_em_t_rssi,RSSI,Atrium,Plug jacuzzi,zha,sensor,True,False
sensor.ledvance_plug_compact_eu_em_t_rssi_2,RSSI,Garden back,Pool filter,zha,sensor,False,False
sensor.ledvance_plug_compact_eu_em_t_summation_delivered,Summation delivered,Atrium,Plug jacuzzi,zha,sensor,False,False
sensor.ledvance_plug_compact_eu_em_t_voltage,Voltage,Atrium,Plug jacuzzi,zha,sensor,False,False
sensor.lr_temperature_sensor_battery,LR Temperature sensor Battery,Living Room,LR Temperature sensor,zha,sensor,False,False
sensor.lr_temperature_sensor_humidity,LR Temperature sensor Humidity,Living Room,LR Temperature sensor,zha,sensor,False,False
sensor.lr_temperature_sensor_illuminance,LR Temperature sensor Illuminance,Living Room,LR Temperature sensor,zha,sensor,False,False
sensor.lr_temperature_sensor_temperature,LR Temperature sensor Temperature,Living Room,LR Temperature sensor,zha,sensor,False,False
sensor.main_entrance_doorbell_cpu_usage,CPU usage,Entrance,Main Entrance Doorbell,reolink,sensor,True,False
sensor.main_entrance_doorbell_day_night_state,Day night state,Entrance,Main Entrance Doorbell,reolink,sensor,False,False
sensor.main_entrance_doorbell_sd_0_storage,SD 0 storage,Entrance,Main Entrance Doorbell,reolink,sensor,True,False
sensor.mosquitto_broker_cpu_percent,CPU percent,,Mosquitto broker,hassio,sensor,True,False
sensor.mosquitto_broker_memory_percent,Memory percent,,Mosquitto broker,hassio,sensor,True,False
sensor.mosquitto_broker_newest_version,Newest version,,Mosquitto broker,hassio,sensor,True,False
sensor.mosquitto_broker_version,Version,,Mosquitto broker,hassio,sensor,True,False
sensor.music_assistant_server_cpu_percent,CPU percent,,Music Assistant,hassio,sensor,True,False
sensor.music_assistant_server_memory_percent,Memory percent,,Music Assistant,hassio,sensor,True,False
sensor.music_assistant_server_newest_version,Newest version,,Music Assistant,hassio,sensor,True,False
sensor.music_assistant_server_version,Version,,Music Assistant,hassio,sensor,True,False
sensor.nspanel_sonoff_1002656e12_connection,NSPanel Connection,,NSPanel,sonoff,sensor,True,False
sensor.nspanel_sonoff_1002656e12_outdoor_temp,NSPanel Outdoor Temp,,NSPanel,sonoff,sensor,False,False
sensor.nspanel_sonoff_1002656e12_temperature,NSPanel Temperature,,NSPanel,sonoff,sensor,False,False
sensor.number_of_starts_44069,number of starts: (44069),Storage Room,BA-SVM 10-200/12 E,myuplink,sensor,False,False
sensor.nzbget_article_cache,Article cache,Living Room,NZBGet,nzbget,sensor,False,False
sensor.nzbget_average_speed,Average speed,Living Room,NZBGet,nzbget,sensor,False,False
sensor.nzbget_disk_free,Disk free,Living Room,NZBGet,nzbget,sensor,False,False
sensor.nzbget_download_paused,Download paused,Living Room,NZBGet,nzbget,sensor,False,False
sensor.nzbget_post_processing_jobs,Post-processing jobs,Living Room,NZBGet,nzbget,sensor,False,False
sensor.nzbget_post_processing_paused,Post-processing paused,Living Room,NZBGet,nzbget,sensor,False,False
sensor.nzbget_queue_size,Queue size,Living Room,NZBGet,nzbget,sensor,False,False
sensor.nzbget_size,Size,Living Room,NZBGet,nzbget,sensor,False,False
sensor.nzbget_speed,Speed,Living Room,NZBGet,nzbget,sensor,False,False
sensor.nzbget_speed_limit,Speed limit,Living Room,NZBGet,nzbget,sensor,False,False
sensor.nzbget_uptime,Uptime,Living Room,NZBGet,nzbget,sensor,False,False
sensor.of_which_hot_water_43239,- of which hot water: (43239),Storage Room,BA-SVM 10-200/12 E,myuplink,sensor,False,False
sensor.of_which_hot_water_44073,- of which hot water: (44073),Storage Room,BA-SVM 10-200/12 E,myuplink,sensor,False,False
sensor.oil_temperature_bt29_40146,Oil temperature (BT29) (40146),Storage Room,BA-SVM 10-200/12 E,myuplink,sensor,False,False
sensor.oil_temperature_ep15_bt29_40145,Oil temperature (EP15-BT29) (40145),Storage Room,BA-SVM 10-200/12 E,myuplink,sensor,False,False
sensor.olaf_led_controller_lqi_5,LQI,Olaf's room,Olaf Led controller,zha,sensor,True,False
sensor.olaf_led_controller_rssi_5,RSSI,Olaf's room,Olaf Led controller,zha,sensor,True,False
sensor.openweathermap_apparent_temperature,Apparent temperature,,OpenWeatherMap,openweathermap,sensor,False,False
sensor.openweathermap_cloud_coverage,Cloud coverage,,OpenWeatherMap,openweathermap,sensor,False,False
sensor.openweathermap_condition,Condition,,OpenWeatherMap,openweathermap,sensor,False,False
sensor.openweathermap_dew_point_temperature,Dew point temperature,,OpenWeatherMap,openweathermap,sensor,False,False
sensor.openweathermap_humidity,Humidity,,OpenWeatherMap,openweathermap,sensor,False,False
sensor.openweathermap_precipitation_kind,Precipitation kind,,OpenWeatherMap,openweathermap,sensor,False,False
sensor.openweathermap_pressure,Pressure,,OpenWeatherMap,openweathermap,sensor,False,False
sensor.openweathermap_rain_intensity,Rain intensity,,OpenWeatherMap,openweathermap,sensor,False,False
sensor.openweathermap_snow_intensity,Snow intensity,,OpenWeatherMap,openweathermap,sensor,False,False
sensor.openweathermap_temperature,Temperature,,OpenWeatherMap,openweathermap,sensor,False,False
sensor.openweathermap_uv_index,UV index,,OpenWeatherMap,openweathermap,sensor,False,False
sensor.openweathermap_visibility,Visibility,,OpenWeatherMap,openweathermap,sensor,False,False
sensor.openweathermap_weather,Weather,,OpenWeatherMap,openweathermap,sensor,False,False
sensor.openweathermap_weather_code,Weather code,,OpenWeatherMap,openweathermap,sensor,False,False
sensor.openweathermap_wind_direction,Wind direction,,OpenWeatherMap,openweathermap,sensor,False,False
sensor.openweathermap_wind_gust_speed,Wind gust speed,,OpenWeatherMap,openweathermap,sensor,False,False
sensor.openweathermap_wind_speed,Wind speed,,OpenWeatherMap,openweathermap,sensor,False,False
sensor.outdoor_temperature_40004,Outdoor temperature (40004),Storage Room,BA-SVM 10-200/12 E,myuplink,sensor,False,False
sensor.owmh_home_current_clouds,OWMH_Home_current_clouds,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_current_description,OWMH_Home_current_description,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_current_humidity,OWMH_Home_current_humidity,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_current_pressure,OWMH_Home_current_pressure,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_current_rain,OWMH_Home_current_rain,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_current_snow,OWMH_Home_current_snow,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_current_temp,OWMH_Home_current_temp,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_current_uvi,OWMH_Home_current_uvi,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_current_wind_deg,OWMH_Home_current_wind_deg,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_current_wind_speed,OWMH_Home_current_wind_speed,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_daily_count,OWMH_home_daily_count,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day0max,OWMH_Home_day0max,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day0min,OWMH_Home_day0min,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day0rain,OWMH_Home_day0rain,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day0snow,OWMH_Home_day0snow,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day1max,OWMH_Home_day1max,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day1min,OWMH_Home_day1min,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day1rain,OWMH_Home_day1rain,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day1snow,OWMH_Home_day1snow,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day2max,OWMH_Home_day2max,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day2min,OWMH_Home_day2min,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day2rain,OWMH_Home_day2rain,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day2snow,OWMH_Home_day2snow,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day3max,OWMH_Home_day3max,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day3min,OWMH_Home_day3min,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day3rain,OWMH_Home_day3rain,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day3snow,OWMH_Home_day3snow,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day4max,OWMH_Home_day4max,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day4min,OWMH_Home_day4min,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day4rain,OWMH_Home_day4rain,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day4snow,OWMH_Home_day4snow,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day5max,OWMH_Home_day5max,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day5min,OWMH_Home_day5min,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day5rain,OWMH_Home_day5rain,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day5snow,OWMH_Home_day5snow,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day6max,OWMH_Home_day6max,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day6min,OWMH_Home_day6min,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day6rain,OWMH_Home_day6rain,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day6snow,OWMH_Home_day6snow,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day7max,OWMH_Home_day7max,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day7min,OWMH_Home_day7min,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day7rain,OWMH_Home_day7rain,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day7snow,OWMH_Home_day7snow,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day8max,OWMH_Home_day8max,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day8min,OWMH_Home_day8min,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day8rain,OWMH_Home_day8rain,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day8snow,OWMH_Home_day8snow,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day9max,OWMH_Home_day9max,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day9min,OWMH_Home_day9min,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day9rain,OWMH_Home_day9rain,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_day9snow,OWMH_Home_day9snow,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast0clouds,OWMH_Home_forecast0clouds,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast0description,OWMH_Home_forecast0description,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast0humidity,OWMH_Home_forecast0humidity,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast0max,OWMH_Home_forecast0max,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast0min,OWMH_Home_forecast0min,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast0pop,OWMH_Home_forecast0pop,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast0rain,OWMH_Home_forecast0rain,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast0snow,OWMH_Home_forecast0snow,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast0uvi,OWMH_Home_forecast0uvi,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast0wind_deg,OWMH_Home_forecast0wind_deg,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast0wind_speed,OWMH_Home_forecast0wind_speed,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast1clouds,OWMH_Home_forecast1clouds,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast1description,OWMH_Home_forecast1description,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast1humidity,OWMH_Home_forecast1humidity,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast1max,OWMH_Home_forecast1max,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast1min,OWMH_Home_forecast1min,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast1pop,OWMH_Home_forecast1pop,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast1rain,OWMH_Home_forecast1rain,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast1snow,OWMH_Home_forecast1snow,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast1uvi,OWMH_Home_forecast1uvi,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast1wind_deg,OWMH_Home_forecast1wind_deg,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast1wind_speed,OWMH_Home_forecast1wind_speed,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast2clouds,OWMH_Home_forecast2clouds,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast2description,OWMH_Home_forecast2description,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast2humidity,OWMH_Home_forecast2humidity,,,openweathermaphistory,sensor,False,False
sensor.owmh_home_forecast2max,OWMH_Home_forecast2max,,,openweathermaphistory,sensor,False,False
